tdata,tkeep,tlast,tvalid
0x6b7c923da18960b07cb2f2df1dd9,0x3fff,0,1
0x6c303e036bf38befaf18ed75002e,0x3fff,0,1
0x70f354d16206a5c66dee00a23fc6,0x3fff,0,1
0xa6969435f84cbe2d1eb24b9abfe4,0x3fff,0,1
0x02ec2af9c6fb3227d40e592e4c19,0x3fff,0,1
0x9fc3aa21bb1e31b50dd1287f93c5,0x3fff,0,1
0x3490e3a34ac9f8fb1536b54f1ee3,0x3fff,0,1
0x05c573bb14d70f2b43dbda6525d2,0x3fff,0,1
0x20b1b922031d8f3c602a67b24a73,0x3fff,0,1
0x16b440657bed0532368dfccc1980,0x3fff,0,1
0xe7a84034bd0395c6f4f5096ed378,0x3fff,0,1
0x8ca317fe34f92262ec09a1b8c41d,0x3fff,0,1
0xd4f72135c0a319a2661ce8af94e2,0x3fff,0,1
0x30279e1c1ab7586f9347492d80fc,0x3fff,0,1
0x8e91c1e3b324028c380dd8540641,0x3fff,0,1
0x224c2fa1c8adb5213495a79b40a7,0x3fff,0,1
0xe4a69f823484e3d85736a4fbb2b9,0x3fff,0,1
0x5249ae1797fdbf1a921f8620b1d3,0x3fff,0,1
0xc55eea18e6870a88261cb67a1101,0x3fff,0,1
0x2588489068b32e006e872ceba868,0x3fff,0,1
0xa0c856b1e57f9a18fa0164815531,0x3fff,0,1
0x55c34b7cd6b6dfd9c1e91894f1b2,0x3fff,0,1
0x8be968753eba6a03d5cb5e9f8be0,0x3fff,0,1
0x0091d4c8d9f80b396059e891170f,0x3fff,0,1
0x3a6042197bdd3e6c6fdfd1630f04,0x3fff,0,1
0xea71d3753450a158c7c8a6839db5,0x3fff,0,1
0x62bb1c801b819b5ac6049feb56b1,0x3fff,0,1
0x2b91944553e1d4fad15196d26f54,0x3fff,0,1
0xb1487f28ad41a7ddcd2159bf3be7,0x3fff,0,1
0x481869360925612bd59446dbde54,0x3fff,0,1
0xf699dc0000000000000000000000,0x3800,1,1
0xcf02c8559555066cba28a1b58882,0x3fff,0,1
0x19a660999853b0bf3294380c364a,0x3fff,0,1
0xa72ec4bb0669c4314c518d2b2916,0x3fff,0,1
0xabe6a3b253c97d8914c44543a121,0x3fff,0,1
0x3dfb454193bb6b11dc4a98745c49,0x3fff,0,1
0xf68ecc9633f07bf5f12d8dfa52d5,0x3fff,0,1
0xf9e515f852ec328713da8b04f794,0x3fff,0,1
0x26565f27bebd48900746685ff092,0x3fff,0,1
0x8f3d8acc336bdf0c940d5525af00,0x3fff,0,1
0xca956507e45c02c7933d3891189e,0x3fff,0,1
0x78231b6319b491620aac30597658,0x3fff,0,1
0xea03440fed8efd152df386fa9ac5,0x3fff,0,1
0x024b12891e5e9b6a75593b7d95eb,0x3fff,1,1
0xc077923ae851c110f1962e61d33d,0x3fff,0,1
0xc5e1ce686507142729146f5b444b,0x3fff,0,1
0xaa772733017eecfb79aed77b6dfd,0x3fff,0,1
0x67c1525d8e8b54107bc2a5388345,0x3fff,0,1
0x9a7482a1b763af8d93612cfeeefa,0x3fff,0,1
0x3d3f63e14fbf297faa3c5eef6375,0x3fff,0,1
0x468a9596394dcf744c696e2ada48,0x3fff,0,1
0x7539c7938516bbe0f6573d2bbd79,0x3fff,0,1
0xf3df3e182403051dc8607c5cf234,0x3fff,0,1
0x245a77af28cbc7c07e1e5aa11208,0x3fff,0,1
0xfbc5abc062cd296287fb29eb504d,0x3fff,0,1
0xffe62cf0c6562ee4e17f505cb656,0x3fff,0,1
0x3ff93d19371df9fec2cb98650e85,0x3fff,0,1
0xe5bc043279d6869acdf8db4926a6,0x3fff,0,1
0xdf835cc65b9da3abea8aa8e949db,0x3fff,0,1
0xb7e33a824784c58f2aeacabd4682,0x3fff,0,1
0x497234f79f9680aecc2fb278388c,0x3fff,0,1
0x4b8fac662ee46654f388c68f12ce,0x3fff,0,1
0xee2fd747ccbe499f687aa6508365,0x3fff,0,1
0xfd6d1e07529a0c12000000000000,0x3fc0,1,1
0x04fb9e7c6bd425df2961644394e3,0x3fff,0,1
0x412119327e2e7912bd0a48ccd765,0x3fff,0,1
0xb356f854e9205a8e3a860f12eafb,0x3fff,0,1
0xd6ce3186dcd29e02492b0fe19e9e,0x3fff,0,1
0x89b5763808327a5f671b07be69e6,0x3fff,0,1
0xdb9bd3272c063027b00c455e9367,0x3fff,0,1
0xe335122fd6d488ab04788722a30d,0x3fff,0,1
0xfd0e29bf54edfd284652da7c11c8,0x3fff,0,1
0x193dc04d9c63dd1bc1b02ce66ce2,0x3fff,0,1
0x97fb89718186d5012be72490ac9b,0x3fff,0,1
0x51887318e6d638e9ee9fab71cb0c,0x3fff,0,1
0x96242ff163aad3cf9e4159553d18,0x3fff,0,1
0x9b46489ba10528d9eaa7cbf0afde,0x3fff,0,1
0x0992798f0e7652f718d27b9c52f6,0x3fff,0,1
0x6a9c638daedcb48e3aae0bf08efc,0x3fff,0,1
0x74b435edaaa51ad97b554f22d134,0x3fff,0,1
0x13c2eda0d004ae6731afd01207e2,0x3fff,0,1
0x553d782909c95966dba51d44512c,0x3fff,0,1
0xa77eafb3669dc4a08ca9bd0ba809,0x3fff,0,1
0x18251d2089ae02941fe51f52d700,0x3fff,0,1
0xfa2356ebff75660fa5dbddc21fc0,0x3fff,0,1
0x085f4406a2c24d0f8bb6dec8f955,0x3fff,0,1
0x6aca16d999f95eb14f7c81b2146f,0x3fff,0,1
0xb3f18df6f68863081d200d61e1ac,0x3fff,0,1
0xc61ff67ca00978ae171eaf000000,0x3ff8,1,1
0x17373ad1615170d922cbed229a40,0x3fff,0,1
0x729485dce8f0100a9cca268a12c9,0x3fff,0,1
0x2871e1bb6ee321f901e5c68940bd,0x3fff,0,1
0xd9c093f685d2691a9ba594079a84,0x3fff,0,1
0xe5ef93c331fad52b2973a7c89a64,0x3fff,0,1
0x4abb43d1cb801e7d135207178490,0x3fff,0,1
0xdaf8e0115ac92cdb14e3d5817120,0x3fff,0,1
0x1ef835cc24f5f41ce1a78f99cfe0,0x3fff,0,1
0x91461ba74e172eb4e042d06015ce,0x3fff,0,1
0xf83d58dfcc1168c87fa14a742c88,0x3fff,0,1
0xa2c10120a9079cb10d8a9d15e4b0,0x3fff,0,1
0x999831949bd09f5d027923910fa6,0x3fff,0,1
0xaca57508186e39a555b392dc2f18,0x3fff,0,1
0x71489d7e5c63c2b5e34b388d97a8,0x3fff,0,1
0x2ba92307ada63e62783bdb19a053,0x3fff,0,1
0x783a064396f18dbedf87503fdb2b,0x3fff,0,1
0x4d50a95ceee42b41dbb94bb652f8,0x3fff,0,1
0xcf47f160c7890026ee33f5b2babe,0x3fff,0,1
0xcb5dd5f41ebdb5d96d90c42429de,0x3fff,0,1
0xb0247c844f3c019c547181d30d16,0x3fff,0,1
0x8948ad8b70fe80d107ec290bf9df,0x3fff,0,1
0xfaa5852c91c6e01ea77c5693bd25,0x3fff,0,1
0xa14ce734acfd2b6983d5b7530fcf,0x3fff,0,1
0xce039f3e1faae68e49b70ced1c8f,0x3fff,0,1
0xe56cb27e399a31c346241d46a0cc,0x3fff,0,1
0x31399f351ef2326930f83ea7f29e,0x3fff,0,1
0x6b757505db7874be5bc88fce24a8,0x3fff,0,1
0xb43432f0e5c197a762b0df1bf198,0x3fff,0,1
0x570ce0a63b19feefe60000000000,0x3fe0,1,1
0xdb5a02d6901337e5bbccd58efdad,0x3fff,0,1
0xed0f9b7cf7d05fe1490cdd7efbbf,0x3fff,0,1
0xa68b58754005ae135b1880485303,0x3fff,0,1
0x3db9065eaf678d281c7c14474638,0x3fff,0,1
0xe91904d51f269b4150d2874dcba1,0x3fff,0,1
0x0af692b9621b4f9e0e879d077d2f,0x3fff,0,1
0xa9c90745f6dc5bad347ce335d47d,0x3fff,0,1
0x268d6845df82d666c00fe3cfe7d0,0x3fff,0,1
0xb8ce9d9647d38d337a757d7aa236,0x3fff,0,1
0xe263f19903499169e90d021fc2e3,0x3fff,0,1
0xf515d70bc6b1464dad27459c3800,0x3fff,0,1
0x0d9fd76b16284186f0da49883bd0,0x3fff,0,1
0x6fc53b5c12e4b50c4258e48d210e,0x3fff,0,1
0x367ef310b237135814539ce57ddb,0x3fff,0,1
0xd38dc80acafaf4c892f2e2420839,0x3fff,0,1
0x8b801bc5f4c96def6120ff1b2e55,0x3fff,0,1
0xedb5c60d3b16f238401e7596e585,0x3fff,0,1
0x95eb132336229df87bb762b0bb9e,0x3fff,0,1
0xd7719f7aae3f6c557dfa7034cf58,0x3fff,0,1
0x6d68820f6a5d60cac3f6c01d23a3,0x3fff,0,1
0xcd307af7eb4aad539a419afc763f,0x3fff,0,1
0xa93d9d96ac665f7486403762c6c9,0x3fff,0,1
0x1d9761016c3088d5ba026de1b24e,0x3fff,0,1
0xc36516093fd63fed256490dc9166,0x3fff,0,1
0xcdb739bc6c83b0e0b56b39904183,0x3fff,0,1
0x8a11d010498a21a5cb312709cb73,0x3fff,0,1
0x91acb3e4d377f1777cee806490c8,0x3fff,0,1
0x03dd4743fe9682423e3b9952e081,0x3fff,0,1
0xd9586a2b80bb1506de72dd31946a,0x3fff,0,1
0x5e34b14f7a4a62acc239e1d1d2b0,0x3fff,0,1
0x43461aebb1e0549128739cea4e1d,0x3fff,0,1
0x0ebddd0ae3ac0f8467c60edf43c7,0x3fff,0,1
0xb061e749b44755983a010bdc7656,0x3fff,0,1
0x6d6eaa89ade88ce1df41b1d0af02,0x3fff,0,1
0x8e98265e4f104e96072ae2555a06,0x3fff,0,1
0x7c27b02c786e17e7b1e4e7ea48d5,0x3fff,0,1
0x24244fdacc5b009e2126a199d986,0x3fff,0,1
0xb9aaebe7dc67b8f45a54ea188351,0x3fff,0,1
0x0855eb4f8685195970b135a3be4c,0x3fff,0,1
0xf56386c200000000000000000000,0x3c00,1,1
0xc72eac539d2387cbcbcb09f2b3ed,0x3fff,0,1
0x579c398767bfc167fba528a9a025,0x3fff,0,1
0x36819b0c404cd3e4658d9d8e7fb9,0x3fff,0,1
0x8f5ce14a2a93d5e5737e12dfd0c5,0x3fff,0,1
0xfa1944d83e42793376a9f4c053fe,0x3fff,0,1
0x22ef607e989397ed3af3352135d9,0x3fff,0,1
0xc6861f158bc348e969df51cbdebb,0x3fff,0,1
0xfe2e14bd8c55daa5534b935d49c2,0x3fff,0,1
0xee2f6b0c5c9580b36b2f1b170bb3,0x3fff,0,1
0xa45bb0259f7d12ac077b86636800,0x3fff,0,1
0x1d5b30c40b80050bbd081d529b52,0x3fff,0,1
0x639818917706ce35de3beacaec47,0x3fff,0,1
0x34ddc6890408b085c8ec5c14fd95,0x3fff,0,1
0x3e17429d78d1655b6f5b77c2a978,0x3fff,0,1
0x190710f18a28fd4ea95428abcce5,0x3fff,0,1
0xc132fa1d0e9fd1b07171afbceb4f,0x3fff,0,1
0xe2d81f2f3bb86a252d7bdd7668f2,0x3fff,0,1
0x64ca69a82f5748774c62c4a24fd6,0x3fff,0,1
0xd7c4e4f53f8b68fd9d4376534d61,0x3fff,0,1
0x2e1ea8ff1528f4bc20a4ea1aef77,0x3fff,0,1
0x5c3c4ab66ecdb3622c1ba3fd599a,0x3fff,0,1
0xe29c4c0facaa9619510122ad79ad,0x3fff,0,1
0x0f7ec8f65e823b00aa23b23b2479,0x3fff,0,1
0xd4b3e4f070ccc0c4a3348cffeb6a,0x3fff,0,1
0x30714ae383b11a5f237728606f69,0x3fff,0,1
0xad9648f4e8e763c5f355f18a1c0d,0x3fff,0,1
0x85e3e1fb05fce0a80abcd95881f8,0x3fff,0,1
0xee454e23d9bbdb6cd220527637a7,0x3fff,0,1
0xfb3ca9515ae272d6e8a1f0765c55,0x3fff,0,1
0x5f615b30179d54aae21162a28590,0x3fff,0,1
0xdb300d5a54f504999326ded032a3,0x3fff,0,1
0x31c4cbc12a73695632c6fe0557a8,0x3fff,0,1
0xac7feb4701d49ff1d16b850ef448,0x3fff,0,1
0xfa556994c789c2cc560c5d69fb20,0x3fff,0,1
0x5b8dd4352eeaf82ded1a38e6601d,0x3fff,0,1
0x01f57053c47467b6a58625a53ebd,0x3fff,0,1
0xefe77c2a59c1d243c5dd47fef61a,0x3fff,0,1
0x11f5844b9965dc4022b22f390cff,0x3fff,0,1
0x1c3d5522591fce72448ca0bd576f,0x3fff,0,1
0x327e572d08360e8dc5fbfce3dbf8,0x3fff,0,1
0x7e2ba76794436fe6e12c631b069a,0x3fff,0,1
0x4fadb4166571fcc12aa3e7eb77f5,0x3fff,0,1
0x19b678f09ad27f8522d13da91e03,0x3fff,0,1
0x898758aeeac651f89a2887129730,0x3fff,0,1
0x13fefb2c3d1f5146b8cdae2f5222,0x3fff,0,1
0xade5f23d69dbbb1686c99979ad69,0x3fff,0,1
0x23716ffcfcb729731d7adb93ca87,0x3fff,0,1
0x2bab36fda0ba84f53e258e72b7e0,0x3fff,0,1
0xa1ad8e3cadc23e5e3500d1ea78d3,0x3fff,0,1
0xb427df086faf694d7cd36f2d7693,0x3fff,0,1
0x147ddda7457002357e93a9bda723,0x3fff,0,1
0x8a45457cea24136be8f9d0cad6eb,0x3fff,0,1
0x208491bbb1c6b2df773426a2a50e,0x3fff,0,1
0x0c5b818a00000000000000000000,0x3c00,1,1
0x7dc8a8730c96bfb02f6e0f8429e3,0x3fff,0,1
0x0b0bcfd164f69710d6ac591af52e,0x3fff,0,1
0x829f55f3f5d33933787e0f64b394,0x3fff,0,1
0x4f62a1786d8de80483c3cd7b119a,0x3fff,0,1
0x662795643d38fb5b71dcd601836c,0x3fff,0,1
0x42c6c6daccfb1de41343ee2088f5,0x3fff,0,1
0x7f5970b3d7eeffab6acb8b300369,0x3fff,0,1
0xfc3c1f0d07f310704fec93f2d24d,0x3fff,0,1
0x24e73a5896d42a60743ab83354c0,0x3fff,0,1
0x408104df6407b9b6ad97fd42a2f4,0x3fff,0,1
0xdfc85b603b5cf7c3319e4fce0a29,0x3fff,0,1
0x107da1c783c1709af44786087c56,0x3fff,0,1
0xc46c26f06db44a31cc061dcdfc94,0x3fff,0,1
0xb2cc708534aff44e0fc03bb325a8,0x3fff,0,1
0xf1221ee3e1a5518d89c92602b2ee,0x3fff,0,1
0x64b0b174e99271dfbd10f35b9c5c,0x3fff,0,1
0xdf35cf93f4592340d1e42dd79114,0x3fff,0,1
0x6d00b8d568c8a291b40bed822f7d,0x3fff,0,1
0x0a9fba2cb679bc062201bb0fe466,0x3fff,0,1
0xd36122674cf47b1a6fa873499be8,0x3fff,0,1
0xaa7fe07e7463f16df42b211a76c3,0x3fff,0,1
0xe56e35bbd5c2e0e1575e5eb1a8ae,0x3fff,0,1
0xaa2ffc0404955299c54e9474ace6,0x3fff,0,1
0x38ece5fd3883d2284beb9c3b0a38,0x3fff,0,1
0x70878042a67df6a875bf04a18bff,0x3fff,0,1
0x6f45b791b077e20d732f6b7c43ac,0x3fff,0,1
0xd39b9babc4008ed015c66dcf9e6c,0x3fff,0,1
0xa21e365ac4b25e710fd240996277,0x3fff,0,1
0x1e08f208fc4f0cb73ece8f189b33,0x3fff,0,1
0x256357a862eb9910ba4fee14e777,0x3fff,0,1
0xbeb5ef0ffd52b8161cf3ea105cb5,0x3fff,0,1
0x4c51961a9b629ea779735d9161d9,0x3fff,0,1
0x50133bffab93653346ccf05abb43,0x3fff,0,1
0xe69c44c2ed55b3d96952889273fc,0x3fff,0,1
0x496adb4a10e9a3b16da0b627553d,0x3fff,0,1
0x860438d121cfce33ec0e6c168fff,0x3fff,0,1
0x5739447ce76589fcfbab28a4eed8,0x3fff,0,1
0x3af393dcca7a71f9929623d5d77f,0x3fff,0,1
0xb5c21e0978563b8b4987e92fea82,0x3fff,0,1
0xd18969b8c8000000000000000000,0x3e00,1,1
0x4dabea38972602af0b340dad2ce7,0x3fff,0,1
0x874648bb017885071c1b8496a8a7,0x3fff,0,1
0x5bd45b3bbe766996635bd550c2c8,0x3fff,0,1
0xcf1c3fb5f8b7e0ffc272e56e0db0,0x3fff,0,1
0x2875282080a9961ca78f8c71e6fc,0x3fff,0,1
0xa2c6ae376157f829fc8f48533486,0x3fff,0,1
0x49e3ecf9ee8e180deec4d8042737,0x3fff,0,1
0x5e97e3782b991d8f84f9c3bbf1ed,0x3fff,0,1
0xe3092cbfbe5782e3136accb6dd46,0x3fff,0,1
0xd90172ea02ceb0b153367ada5f97,0x3fff,0,1
0x008d075c29e2be51295d2f190d0e,0x3fff,0,1
0x7f9fa7ce8e61cb0a5f72d8dc078b,0x3fff,0,1
0x2aa46b7c1223f390737a8b90c039,0x3fff,0,1
0x70937681e84d459827f779b2ef02,0x3fff,0,1
0xac864518754a7d9843ace09ab444,0x3fff,0,1
0x1b935ba61cc3385f6e503d79f3c8,0x3fff,0,1
0xb3fa1f6574a8ae941bf23b3227b6,0x3fff,0,1
0x42445a3d25c187d5ba599fb13298,0x3fff,0,1
0xd8ce18dbaad78e10ea42a8b70300,0x3fff,0,1
0x92220882ca6665ed905b53ba4ff9,0x3fff,0,1
0x0079a02b75c7f0dd72453b9f7873,0x3fff,0,1
0xc79ce27ae459f3dc183126ccf359,0x3fff,0,1
0x0dc0e35afde294c64a379e9be07a,0x3fff,0,1
0x602d5b5cb60fd0e98a2bae1308cc,0x3fff,0,1
0xdcd98761051e5b8bb108b2a28e0a,0x3fff,0,1
0x298159472ec538ecd7ab643041f3,0x3fff,0,1
0x72b234d9efabab8f8a049b5dad80,0x3fff,0,1
0xd975f9b895cf434846ba1456afdd,0x3fff,0,1
0xeb60726eae5e98d0cd15d81e6c33,0x3fff,0,1
0x35004076fd60797c2a60acdeea7c,0x3fff,0,1
0x4e77efb7e15b5dd175fcb1e4221f,0x3fff,0,1
0x3806b0697ddc73b4125d28713a4c,0x3fff,0,1
0x86a64c0d1e5752f069ad92bea22c,0x3fff,0,1
0xf1ac387c47189ecf978e6c4e4a21,0x3fff,0,1
0x53d865b1d27c01818705a455683b,0x3fff,0,1
0xcd5c42c7875162ead8d516955802,0x3fff,0,1
0xe69230704f7fbb0b9e42c0c92f64,0x3fff,0,1
0xbccbe9bd68bdc0177ed82d583807,0x3fff,0,1
0x96a68781d50a9768255d895e2c46,0x3fff,0,1
0x33c9e6ae583e23694d0b8c7fb60e,0x3fff,0,1
0x2b906ac2cc1ccc5b97559fbed9ad,0x3fff,0,1
0x118bea0d41a7e0be12b189e8cd81,0x3fff,0,1
0x9b60a58e190e0f80915400510644,0x3fff,0,1
0x48b405b05d1d7ec9e07c129fee44,0x3fff,0,1
0x4ba3f0280716c34f7cddc4affce3,0x3fff,0,1
0xa21d5c6bcf9f2955e9b55092df87,0x3fff,0,1
0x92426a0d0ca92ce0fe9286fba599,0x3fff,0,1
0xf1a3e3cd09e4def4077f44d15c2d,0x3fff,0,1
0xe55d86e1cbafbe4b642277000000,0x3ff8,1,1
0xfb2cb9a06691a19a9b625201a2a9,0x3fff,0,1
0xb7a1bd9022340ea0a209eee9971e,0x3fff,0,1
0x5ae0a7cabc106c4c8125078a6ee3,0x3fff,0,1
0xb37c831f81527bc62cab0ed3b0c5,0x3fff,0,1
0x05103cb8a66b38841576c1a8c1e9,0x3fff,0,1
0x7c701344dea7c98b8f85c0997ec3,0x3fff,0,1
0x5006482b7634f7ed7df9fbe6582b,0x3fff,0,1
0x86680d6d8b294a9449c3c0864251,0x3fff,0,1
0x66ed9103886660243d942e8d8f43,0x3fff,0,1
0x774ca14f536de06e7441f6b86e05,0x3fff,0,1
0x7f558abc01c4ea001be9323baae1,0x3fff,0,1
0xd61b0294e72ed51fa5e698175702,0x3fff,0,1
0xc12cd6b7f8f607d0d2733fe581b3,0x3fff,0,1
0x525827889ed74be4f210a8c8bf72,0x3fff,0,1
0xa48c7ea33b782a8659d8f034282f,0x3fff,0,1
0x58174e3aa1a0cf850404278b89df,0x3fff,0,1
0x177f3156e10e48b3702b07ed13ad,0x3fff,0,1
0x4ee2f8f7f83c2b1cac8d5e40d2b7,0x3fff,0,1
0x14aeed0693dae503068291b653b5,0x3fff,0,1
0x468da29c70ee98da56e03c6fbc14,0x3fff,0,1
0xbfab489a3bc68cd1aba2a9b0f316,0x3fff,0,1
0x092a8ef1c7879d4d96efc39074ed,0x3fff,0,1
0x6d2678335131c81060b3063f6e02,0x3fff,0,1
0x63dcbef15366c34a92a9e909bf7a,0x3fff,0,1
0xb066109122c493af72b38fa3ae11,0x3fff,0,1
0x6db966f8da4e47181c19af36ff44,0x3fff,0,1
0x5609fcb07faff19f18de088d8c0b,0x3fff,0,1
0xb5a71a3a101d3d248ad2914f74fc,0x3fff,0,1
0xd39babbaa1508a27180dc0930365,0x3fff,0,1
0xeb6eb27ca18d4f145212118118f4,0x3fff,0,1
0xc0038b5f1446efcb4b0a01152f61,0x3fff,0,1
0xdb86235dffeedbd2f5358eb3d37b,0x3fff,0,1
0x14a88e8cc7209c11fac38fe2e2a9,0x3fff,0,1
0xb2b995ec7e1249bec7b12e94a99d,0x3fff,0,1
0x4febaa4d66ebec1fbfc9f8470dd3,0x3fff,0,1
0xdcdf629815e39e29bd3072a5e7b4,0x3fff,0,1
0xc47d3abb35200ad6a962131c042b,0x3fff,0,1
0x69b79d99da5130c2ca7971b1bc7d,0x3fff,0,1
0x09e8d680acb979d9eaef21477a6e,0x3fff,0,1
0x293930463c17d408ecf36937293a,0x3fff,0,1
0xe4726a195f621c27cf26583b6d1a,0x3fff,0,1
0x3819951d76e2b198b8eab19046ba,0x3fff,0,1
0x284ada12f826dcf779339ff43ccb,0x3fff,0,1
0x9e519ce3afe0e9a701ca42570878,0x3fff,0,1
0x1c00b5015564c1b517aabd6d65fd,0x3fff,0,1
0x883d56d8efbef46f1fb373af9d67,0x3fff,0,1
0xa0d9a31eda62623dd39466352b9b,0x3fff,0,1
0x132f05c743a59ca12f7956916c5a,0x3fff,0,1
